[33msteamclient:[0m connecting to 155.133.242.8:27018
[33msteamclient:[0m connected
[33msteamclient:[0m encrypt request
[33msteamclient:[0m handshake complete
[ 20:55:17 ] Начинаем раунд №49
[ 21:04:11 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:12 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:12 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:13 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:13 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:14 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:14 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:15 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:15 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:16 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:16 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:17 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:17 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:18 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:18 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:19 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:19 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:20 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:20 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:21 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:21 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:22 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:22 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:23 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:23 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:24 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:24 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:25 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:25 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:26 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:26 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:27 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:27 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:28 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:28 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:29 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:29 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:30 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:30 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:31 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:31 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:32 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:32 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:33 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:33 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:34 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:34 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:35 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:35 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:36 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:36 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:37 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:37 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:38 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:38 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:39 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:39 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:40 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:40 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:41 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:41 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:42 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:42 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:43 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:43 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:44 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:44 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:45 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:45 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:46 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:46 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:47 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:47 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:48 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:48 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:49 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:49 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:50 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:50 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:51 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:51 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:52 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:52 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:53 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:53 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:54 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:54 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:55 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:55 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:56 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:56 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:57 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:57 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:58 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:58 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:59 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:04:59 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:00 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:00 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:01 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:01 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:02 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:02 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:03 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:03 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:04 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:04 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:05 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:05 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:06 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:06 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:07 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:07 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:08 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:08 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:09 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:09 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:10 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:10 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:11 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:11 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:12 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:12 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:13 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:13 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:14 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:14 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:15 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:15 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:16 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:16 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:17 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:17 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:18 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:18 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:19 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:19 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:20 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:20 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:21 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:21 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:22 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:22 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:23 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:23 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:24 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:24 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:25 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:25 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:26 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:26 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:27 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:27 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:28 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:28 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:29 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:29 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:30 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:30 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:31 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:31 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:32 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:32 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:33 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:33 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:34 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:34 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:35 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:35 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:36 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:36 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:37 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:37 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:38 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:38 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:39 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:39 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:40 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:40 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:41 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:41 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:42 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:42 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:43 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:43 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:44 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:44 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:05:45 ] Проверка ставки: 784062491 (76561198200506802)
