[33msteamclient:[0m connecting to 185.25.182.10:27020
[33msteamclient:[0m connected
[33msteamclient:[0m encrypt request
[33msteamclient:[0m handshake complete
[ 07:01:27 ] Получаем новые ставки. Конец раунда.  
[ 07:01:28 ] Начинаем раунд №614
[ 07:13:57 ]{"response":{"offer":{"tradeofferid":"813406934","accountid_other":207945851,"message":"","expiration_time":1447646900,"trade_offer_state":8,"items_to_receive":[{"appid":"730","contextid":"2","assetid":"4037771751","classid":"310777271","instanceid":"302028390","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4037772353","classid":"991959905","instanceid":"0","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4034368209","classid":"310778013","instanceid":"302028390","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4037772275","classid":"991959905","instanceid":"0","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4037772200","classid":"384801319","instanceid":"0","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4037772398","classid":"991959905","instanceid":"0","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4037772009","classid":"520025252","instanceid":"0","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4034368461","classid":"384801319","instanceid":"0","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4034368094","classid":"991959905","instanceid":"0","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4034236746","classid":"520025252","instanceid":"0","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4029049321","classid":"310776586","instanceid":"480085569","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4029292362","classid":"937244374","instanceid":"188530139","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4029049402","classid":"310778585","instanceid":"302028390","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4031113211","classid":"310777929","instanceid":"302028390","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4029049275","classid":"310777118","instanceid":"302028390","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4029049045","classid":"310776840","instanceid":"302028390","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4029049118","classid":"469441962","instanceid":"302028390","amount":"1","missing":true}],"is_our_offer":false,"time_created":1446437300,"time_updated":1446437489,"from_real_time_trade":false,"steamid_other":"76561198168211579"}}}
[ 07:13:57 ] Обрабатываем ставку: 813406934 (76561198168211579)
[ 07:13:57 ] Статус ставки: 1 (813406934 (76561198168211579))
[ 07:13:57 ] Предмет: 4037771751
[ 07:13:57 ] Предмет: 4037772353
[ 07:13:57 ] Предмет: 4034368209
[ 07:13:57 ] Предмет: 4037772275
[ 07:13:57 ] Предмет: 4037772200
[ 07:13:57 ] Предмет: 4037772398
[ 07:13:57 ] Предмет: 4037772009
[ 07:13:57 ] Предмет: 4034368461
[ 07:13:57 ] Предмет: 4034368094
[ 07:13:57 ] Предмет: 4034236746
[ 07:13:57 ] Предмет: 4029049321
[ 07:13:57 ] Предмет: 4029292362
[ 07:13:57 ] Предмет: 4029049402
[ 07:13:57 ] Предмет: 4031113211
[ 07:13:57 ] Предмет: 4029049275
[ 07:13:57 ] Предмет: 4029049045
[ 07:13:57 ] Предмет: 4029049118
[ 07:13:57 ] Принимаем обмен: 813406934 (76561198168211579)
[ 07:13:58 ] Проверяем новые ставки...
[ 07:13:58 ] Ответ: Error: There was an error accepting this trade offer.  Please try again later. (11)
[ 07:13:58 ] Новых ставок нет...
[ 07:13:59 ]{"response":{"offer":{"tradeofferid":"813406934","accountid_other":207945851,"message":"","expiration_time":1447646900,"trade_offer_state":8,"items_to_receive":[{"appid":"730","contextid":"2","assetid":"4037771751","classid":"310777271","instanceid":"302028390","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4037772353","classid":"991959905","instanceid":"0","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4034368209","classid":"310778013","instanceid":"302028390","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4037772275","classid":"991959905","instanceid":"0","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4037772200","classid":"384801319","instanceid":"0","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4037772398","classid":"991959905","instanceid":"0","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4037772009","classid":"520025252","instanceid":"0","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4034368461","classid":"384801319","instanceid":"0","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4034368094","classid":"991959905","instanceid":"0","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4034236746","classid":"520025252","instanceid":"0","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4029049321","classid":"310776586","instanceid":"480085569","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4029292362","classid":"937244374","instanceid":"188530139","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4029049402","classid":"310778585","instanceid":"302028390","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4031113211","classid":"310777929","instanceid":"302028390","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4029049275","classid":"310777118","instanceid":"302028390","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4029049045","classid":"310776840","instanceid":"302028390","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4029049118","classid":"469441962","instanceid":"302028390","amount":"1","missing":true}],"is_our_offer":false,"time_created":1446437300,"time_updated":1446437489,"from_real_time_trade":false,"steamid_other":"76561198168211579"}}}
[ 07:13:59 ] Обрабатываем ставку: 813406934 (76561198168211579)
[ 07:13:59 ] Статус ставки: 1 (813406934 (76561198168211579))
[ 07:13:59 ] Предмет: 4037771751
[ 07:13:59 ] Предмет: 4037772353
[ 07:13:59 ] Предмет: 4034368209
[ 07:13:59 ] Предмет: 4037772275
[ 07:13:59 ] Предмет: 4037772200
[ 07:13:59 ] Предмет: 4037772398
[ 07:13:59 ] Предмет: 4037772009
[ 07:13:59 ] Предмет: 4034368461
[ 07:13:59 ] Предмет: 4034368094
[ 07:13:59 ] Предмет: 4034236746
[ 07:13:59 ] Предмет: 4029049321
[ 07:13:59 ] Предмет: 4029292362
[ 07:13:59 ] Предмет: 4029049402
[ 07:13:59 ] Предмет: 4031113211
[ 07:13:59 ] Предмет: 4029049275
[ 07:13:59 ] Предмет: 4029049045
[ 07:13:59 ] Предмет: 4029049118
[ 07:13:59 ] Принимаем обмен: 813406934 (76561198168211579)
[ 07:14:00 ] Ответ: Error: There was an error accepting this trade offer.  Please try again later. (11)
[ 07:14:01 ]{"response":{"offer":{"tradeofferid":"813406934","accountid_other":207945851,"message":"","expiration_time":1447646900,"trade_offer_state":8,"items_to_receive":[{"appid":"730","contextid":"2","assetid":"4037771751","classid":"310777271","instanceid":"302028390","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4037772353","classid":"991959905","instanceid":"0","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4034368209","classid":"310778013","instanceid":"302028390","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4037772275","classid":"991959905","instanceid":"0","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4037772200","classid":"384801319","instanceid":"0","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4037772398","classid":"991959905","instanceid":"0","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4037772009","classid":"520025252","instanceid":"0","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4034368461","classid":"384801319","instanceid":"0","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4034368094","classid":"991959905","instanceid":"0","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4034236746","classid":"520025252","instanceid":"0","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4029049321","classid":"310776586","instanceid":"480085569","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4029292362","classid":"937244374","instanceid":"188530139","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4029049402","classid":"310778585","instanceid":"302028390","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4031113211","classid":"310777929","instanceid":"302028390","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4029049275","classid":"310777118","instanceid":"302028390","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4029049045","classid":"310776840","instanceid":"302028390","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4029049118","classid":"469441962","instanceid":"302028390","amount":"1","missing":true}],"is_our_offer":false,"time_created":1446437300,"time_updated":1446437489,"from_real_time_trade":false,"steamid_other":"76561198168211579"}}}
[ 07:14:03 ] Проверяем новые ставки...
[ 07:14:03 ] Обрабатываем ставку: 813406934 (76561198168211579)
[ 07:14:03 ] Статус ставки: 1 (813406934 (76561198168211579))
[ 07:14:03 ] Предмет: 4037771751
[ 07:14:03 ] Предмет: 4037772353
[ 07:14:03 ] Предмет: 4034368209
[ 07:14:03 ] Предмет: 4037772275
[ 07:14:03 ] Предмет: 4037772200
[ 07:14:03 ] Предмет: 4037772398
[ 07:14:03 ] Предмет: 4037772009
[ 07:14:03 ] Предмет: 4034368461
[ 07:14:03 ] Предмет: 4034368094
[ 07:14:03 ] Предмет: 4034236746
[ 07:14:03 ] Предмет: 4029049321
[ 07:14:03 ] Предмет: 4029292362
[ 07:14:03 ] Предмет: 4029049402
[ 07:14:03 ] Предмет: 4031113211
[ 07:14:03 ] Предмет: 4029049275
[ 07:14:03 ] Предмет: 4029049045
[ 07:14:03 ] Предмет: 4029049118
[ 07:14:03 ] Принимаем обмен: 813406934 (76561198168211579)
[ 07:14:03 ] Новых ставок нет...
[ 07:14:04 ] Ответ: Error: There was an error accepting this trade offer.  Please try again later. (11)
[ 07:14:05 ]{"response":{"offer":{"tradeofferid":"813406934","accountid_other":207945851,"message":"","expiration_time":1447646900,"trade_offer_state":8,"items_to_receive":[{"appid":"730","contextid":"2","assetid":"4037771751","classid":"310777271","instanceid":"302028390","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4037772353","classid":"991959905","instanceid":"0","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4034368209","classid":"310778013","instanceid":"302028390","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4037772275","classid":"991959905","instanceid":"0","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4037772200","classid":"384801319","instanceid":"0","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4037772398","classid":"991959905","instanceid":"0","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4037772009","classid":"520025252","instanceid":"0","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4034368461","classid":"384801319","instanceid":"0","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4034368094","classid":"991959905","instanceid":"0","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4034236746","classid":"520025252","instanceid":"0","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4029049321","classid":"310776586","instanceid":"480085569","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4029292362","classid":"937244374","instanceid":"188530139","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4029049402","classid":"310778585","instanceid":"302028390","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4031113211","classid":"310777929","instanceid":"302028390","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4029049275","classid":"310777118","instanceid":"302028390","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4029049045","classid":"310776840","instanceid":"302028390","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4029049118","classid":"469441962","instanceid":"302028390","amount":"1","missing":true}],"is_our_offer":false,"time_created":1446437300,"time_updated":1446437489,"from_real_time_trade":false,"steamid_other":"76561198168211579"}}}
[ 07:14:05 ] Обрабатываем ставку: 813406934 (76561198168211579)
[ 07:14:05 ] Статус ставки: 1 (813406934 (76561198168211579))
[ 07:14:05 ] Предмет: 4037771751
[ 07:14:05 ] Предмет: 4037772353
[ 07:14:05 ] Предмет: 4034368209
[ 07:14:05 ] Предмет: 4037772275
[ 07:14:05 ] Предмет: 4037772200
[ 07:14:05 ] Предмет: 4037772398
[ 07:14:05 ] Предмет: 4037772009
[ 07:14:05 ] Предмет: 4034368461
[ 07:14:05 ] Предмет: 4034368094
[ 07:14:05 ] Предмет: 4034236746
[ 07:14:05 ] Предмет: 4029049321
[ 07:14:05 ] Предмет: 4029292362
[ 07:14:05 ] Предмет: 4029049402
[ 07:14:05 ] Предмет: 4031113211
[ 07:14:05 ] Предмет: 4029049275
[ 07:14:05 ] Предмет: 4029049045
[ 07:14:05 ] Предмет: 4029049118
[ 07:14:05 ] Принимаем обмен: 813406934 (76561198168211579)
[ 07:14:06 ] Ответ: Error: There was an error accepting this trade offer.  Please try again later. (11)
[ 07:14:07 ]{"response":{"offer":{"tradeofferid":"813406934","accountid_other":207945851,"message":"","expiration_time":1447646900,"trade_offer_state":8,"items_to_receive":[{"appid":"730","contextid":"2","assetid":"4037771751","classid":"310777271","instanceid":"302028390","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4037772353","classid":"991959905","instanceid":"0","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4034368209","classid":"310778013","instanceid":"302028390","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4037772275","classid":"991959905","instanceid":"0","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4037772200","classid":"384801319","instanceid":"0","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4037772398","classid":"991959905","instanceid":"0","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4037772009","classid":"520025252","instanceid":"0","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4034368461","classid":"384801319","instanceid":"0","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4034368094","classid":"991959905","instanceid":"0","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4034236746","classid":"520025252","instanceid":"0","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4029049321","classid":"310776586","instanceid":"480085569","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4029292362","classid":"937244374","instanceid":"188530139","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4029049402","classid":"310778585","instanceid":"302028390","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4031113211","classid":"310777929","instanceid":"302028390","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4029049275","classid":"310777118","instanceid":"302028390","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4029049045","classid":"310776840","instanceid":"302028390","amount":"1","missing":true},{"appid":"730","contextid":"2","assetid":"4029049118","classid":"469441962","instanceid":"302028390","amount":"1","missing":true}],"is_our_offer":false,"time_created":1446437300,"time_updated":1446437489,"from_real_time_trade":false,"steamid_other":"76561198168211579"}}}
